rank,candidate,candidate_name,entity_type,number_of_amr_determinants,number_of_strains,layers_supported,minimum_path_length,evidence_types,n_direct_observations,n_graph_derived,n_annotation_mediated,n_inferred,n_directly_measured_strains,strains,determinants,repeated_across_strains,determinant_fraction,hub_candidate,p_value,q_value,enrichment_significant
98,EW035_RS06420,purN,gene,8,1,genome,2,annotation_mediated,0,0,8,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215; dfrA12; dfrA14; sul2; sul3,False,0.6153846153846154,False,0.0008744032550341127,0.06373869787831994,False
99,EW035_RS06425,purM,gene,8,1,genome,2,annotation_mediated,0,0,8,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215; dfrA12; dfrA14; sul2; sul3,False,0.6153846153846154,False,0.0008744032550341127,0.06373869787831994,False
100,EW035_RS06535,dapA,gene,8,1,genome,2,annotation_mediated,0,0,8,0,1,MS_14386,blaTEM-1b; blaTEM-215; dfrA12; dfrA14; floR; fosA4; sul2; sul3,False,0.6153846153846154,False,0.0008744032550341127,0.06373869787831994,False
101,EW035_RS06545,purC,gene,8,1,genome,2,annotation_mediated,0,0,8,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215; dfrA12; dfrA14; sul2; sul3,False,0.6153846153846154,False,0.0008744032550341127,0.06373869787831994,False
102,EW035_RS06625,tal,gene,8,1,genome,2,annotation_mediated,0,0,8,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215; dfrA12; dfrA14; sul2; sul3,False,0.6153846153846154,False,0.0008744032550341127,0.06373869787831994,False
103,EW035_RS06795,cysM,gene,8,1,genome,2,annotation_mediated,0,0,8,0,1,MS_14386,blaTEM-1b; blaTEM-215; dfrA12; dfrA14; floR; fosA4; sul2; sul3,False,0.6153846153846154,False,0.0008744032550341127,0.06373869787831994,False
104,EW035_RS06825,cysK,gene,8,1,genome,2,annotation_mediated,0,0,8,0,1,MS_14386,blaTEM-1b; blaTEM-215; dfrA12; dfrA14; floR; fosA4; sul2; sul3,False,0.6153846153846154,False,0.0008744032550341127,0.06373869787831994,False
105,EW035_RS06960,glk,gene,8,1,genome,2,annotation_mediated,0,0,8,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215; dfrA12; dfrA14; sul2; sul3,False,0.6153846153846154,False,0.0008744032550341127,0.06373869787831994,False
106,EW035_RS07255,aroC,gene,8,1,genome,2,annotation_mediated,0,0,8,0,1,MS_14386,blaTEM-1b; blaTEM-215; dfrA12; dfrA14; floR; fosA4; sul2; sul3,False,0.6153846153846154,False,0.0008744032550341127,0.06373869787831994,False
107,EW035_RS07305,usg,gene,8,1,genome,2,annotation_mediated,0,0,8,0,1,MS_14386,blaTEM-1b; blaTEM-215; dfrA12; dfrA14; floR; fosA4; sul2; sul3,False,0.6153846153846154,False,0.0008744032550341127,0.06373869787831994,False
108,EW035_RS07340,purF,gene,8,1,genome,2,annotation_mediated,0,0,8,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215; dfrA12; dfrA14; sul2; sul3,False,0.6153846153846154,False,0.0008744032550341127,0.06373869787831994,False
109,EW035_RS08040,fruK,gene,8,1,genome,2,annotation_mediated,0,0,8,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215; dfrA12; dfrA14; sul2; sul3,False,0.6153846153846154,False,0.0008744032550341127,0.06373869787831994,False
110,EW035_RS03955,ansB,gene,8,1,genome,2,annotation_mediated,0,0,8,0,1,MS_14386,aadA1; dfrA12; dfrA14; floR; fosA4; strAB; sul2; sul3,False,0.6153846153846154,False,0.0008744032550341127,0.06373869787831994,False
111,EW035_RS06410,ppx,gene,8,1,genome,2,annotation_mediated,0,0,8,0,1,MS_14386,aadA1; aph(3')-Ia; dfrA12; dfrA14; floR; strAB; sul2; sul3,False,0.6153846153846154,False,0.0008744032550341127,0.06373869787831994,False
112,WP_000818618.1,aroK,protein,7,4,proteome,2,annotation_mediated,0,0,7,0,0,B36; MS_14384; MS_14386; MS_14387,aac(3)-IId; aac(6')-Ib-cr5; aph(3')-Ia; blaCMY-2; blaOXA-1; blaTEM-1b,True,0.5384615384615384,False,0.0012449606331546845,0.08556436580153125,False
113,WP_000940121.1,rpsE,protein,7,4,proteome,2,annotation_mediated,0,0,7,0,0,B36; MS_14384; MS_14386; MS_14387,aac(3)-IId; aac(6')-Ib-cr5; aph(3')-Ia; blaCMY-2; blaOXA-1; blaTEM-1b,True,0.5384615384615384,False,0.0012449606331546845,0.08556436580153125,False
114,CHEBI:32796,D-2-Hydroxyglutaric acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
115,CHEBI:15966,D-Glutamic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
116,CHEBI:17724,Dimethylglycine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
117,CHEBI:17858,Oxidized glutathione,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
118,CHEBI:32797,L-2-Hydroxyglutaric acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
119,CHEBI:17154,Niacinamide,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
120,CHEBI:7916,Pantothenic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
121,CHEBI:17368,Hypoxanthine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
122,CHEBI:17895,L-Tyrosine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
123,CHEBI:422,L-Lactic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
124,CHEBI:16708,Adenine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
125,CHEBI:17533,N-Acetylglutamic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
126,CHEBI:30838,Itaconic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
127,CHEBI:16865,Gamma-Aminobutyric acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
128,CHEBI:17497,Glycolic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
129,CHEBI:28842,Stearic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
130,CHEBI:18066,Uridine diphosphate glucose,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
131,CHEBI:16695,Uridine 5'-monophosphate,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
132,CHEBI:15756,Palmitic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
133,CHEBI:16742,Orotic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
134,CHEBI:17568,Uracil,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
135,CHEBI:18307,Uridine diphosphategalactose,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
136,CHEBI:17925,Alpha-D-Glucose,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
137,CHEBI:44897,Phosphoenolpyruvic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
138,CHEBI:15346,Coenzyme A,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
139,CHEBI:17489,Cyclic AMP,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
140,CHEBI:17821,Thymine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
141,CHEBI:15351,Acetyl-CoA,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
142,CHEBI:28718,L-Allothreonine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
143,CHEBI:17345,Guanosine monophosphate,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
144,CHEBI:30746,Benzoic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
145,CHEBI:15940,Nicotinic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
146,CHEBI:17364,D-Aspartic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
147,CHEBI:42111,D-Lactic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
148,CHEBI:17713,Deoxyadenosine monophosphate,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
149,CHEBI:17061,D-Glutamine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
150,CHEBI:30794,Malonic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
151,CHEBI:30745,Phenylacetic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
152,CHEBI:16040,Cytosine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
153,CHEBI:28837,Caprylic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
154,CHEBI:28875,Myristic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
155,CHEBI:15721,D-Sedoheptulose 7-phosphate,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
156,CHEBI:17588,L-Homocysteine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
157,CHEBI:16600,Mesaconic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
158,CHEBI:30763,4-Hydroxybenzoic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
159,CHEBI:30805,Dodecanoic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
160,CHEBI:30813,Capric acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
161,CHEBI:16643,L-Methionine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
162,CHEBI:30772,Butyric acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
163,CHEBI:15918,dCMP,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
164,CHEBI:16000,Ethanolamine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
165,CHEBI:16238,FAD,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
166,CHEBI:17859,Glutaric acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
167,CHEBI:16995,Oxalic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
168,CHEBI:16855,D-Lysine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
169,CHEBI:15999,4-Hydroxyphenylpyruvic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
170,CHEBI:16259,N-Acetyl-L-phenylalanine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
171,CHEBI:16813,Galactitol,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
172,CHEBI:16828,L-Tryptophan,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
173,CHEBI:15887,5-Aminopentanoic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
174,CHEBI:16680,S-Adenosylhomocysteine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
175,CHEBI:18127,Cadaverine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
176,CHEBI:18333,D-Arabitol,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
177,CHEBI:15732,Phosphonoacetate,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
178,CHEBI:15901,Dihydrouracil,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
179,CHEBI:15699,L-Homoserine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
180,CHEBI:28716,Palmitoleic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
181,CHEBI:21547,N-Acetyl-L-aspartic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
182,CHEBI:17509,5'-Methylthioadenosine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
183,CHEBI:16235,Guanine,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
184,CHEBI:28189,Isomaltose,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
185,CHEBI:30887,Isocitric acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
186,CHEBI:27956,L-Dehydroascorbic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
187,CHEBI:17108,D-Arabinose,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
188,CHEBI:18300,Maleic acid,metabolite,7,3,metabolome,2,directly_observed; inferred,7,0,0,7,3,B36; MS_14386; MS_14387,dfrA12; dfrA14; dfrA17; sul1; sul2; sul3,True,0.5384615384615384,False,0.6500413256877839,0.8550645935707271,False
